category,layer,feature_idx,effect_size,accuracy,acc_delta,mean_entropy,ent_delta
pure_uncertainty,21,27501,1.307881696728483,0.6285429426007692,0.02848597065945313,0.8139311295108022,-0.00874816781110721
pure_uncertainty,21,1265,0.6353673463581629,0.6285429426007692,0.02848597065945313,0.8090325094904184,-0.01364678783149098
pure_uncertainty,21,21805,0.6101405260359574,0.6289702321606608,0.07121492664862172,0.8200439479416392,-0.0026353493802702133
pure_uncertainty,21,10909,0.5895708965715414,0.6272610739210939,-0.09970089730807485,0.8641248412927451,0.041445543970835774
pure_uncertainty,21,9492,0.3632056221725675,0.6282580828941746,0.0,0.8227027176845256,2.3420362616266566e-05
pure_uncertainty,22,22950,0.9816377565630904,0.6293975217205526,0.11394388263780142,0.8303715553437914,0.007692258021882004
pure_uncertainty,22,15114,0.972718685662159,0.6286853724540664,0.042728955989179696,0.817398782930536,-0.0052805143913733366
pure_uncertainty,22,19878,0.707487871357723,0.6284005127474719,0.014242985329726565,0.822369037488065,-0.00031025983384436184
pure_uncertainty,22,10093,0.674394892105934,0.6180031334567725,-1.0254949437402128,0.7646574420473616,-0.05802185527454773
pure_uncertainty,22,13622,0.6002641594960358,0.6282580828941746,0.0,0.8232441337571172,0.0005648364352078827
pure_uncertainty,23,10506,1.786860813832207,0.6291126620139581,0.08545791197834829,0.8258485742873161,0.0031692769654066977
pure_uncertainty,23,26133,0.736801247380755,0.6288278023073636,0.05697194131889516,0.8191302573070113,-0.003549040014898086
pure_uncertainty,23,20826,0.6516982613761172,0.6281156530408774,-0.014242985329726565,0.822574842108522,-0.00010445521338731112
pure_uncertainty,23,7617,0.5142169075971169,0.6303945306936334,0.21364477994587627,0.8400236550366232,0.017344357714713876
pure_uncertainty,23,20848,0.5040677331315988,0.6313915396667141,0.3133456772539511,0.8321308828081834,0.009451585486274006
pure_uncertainty,24,16312,0.8258680959306715,0.6286853724540664,0.042728955989179696,0.8236215775163988,0.0009422801944893866
pure_uncertainty,24,26573,0.6761695769435934,0.6282580828941746,0.0,0.8223334882022905,-0.0003458091196189006
pure_uncertainty,24,4121,0.6658194241774964,0.6289702321606608,0.07121492664862172,0.8120125289182655,-0.01066676840364389
pure_uncertainty,24,11052,0.640484952037078,0.6370887337986042,0.8830650904429582,0.836337759813328,0.013658462491418666
pure_uncertainty,24,11392,0.507933184288374,0.620566870816123,-0.7691212078051568,0.8246133051487794,0.0019340078268700323
pure_uncertainty,25,18299,1.166117885073147,0.6284005127474719,0.014242985329726565,0.8241141617587033,0.00143486443679397
pure_uncertainty,25,28111,1.0515446691501547,0.6127332288847742,-1.5524854009400402,0.8186274423440256,-0.00405185497788374
pure_uncertainty,25,29216,0.8528090902003397,0.6284005127474719,0.014242985329726565,0.8223175816724745,-0.00036171564943487944
pure_uncertainty,25,2806,0.7878630561134637,0.6313915396667141,0.3133456772539511,0.7785648684732135,-0.044114428848695875
pure_uncertainty,25,7314,0.7058949495852593,0.6336704173194702,0.541233442529554,0.8560392865026363,0.03335998918072691
pure_uncertainty,26,17487,3.437662184070836,0.6306793904002279,0.2421307506053294,0.7902120556588168,-0.03246724166309256
pure_uncertainty,26,3836,1.1873441060411334,0.6279732231875801,-0.02848597065945313,0.8372853496890574,0.01460605236714807
pure_uncertainty,26,28814,0.6791486109826026,0.6288278023073636,0.05697194131889516,0.8225594829531033,-0.00011981436880603713
pure_uncertainty,26,30360,0.640610445813454,0.6284005127474719,0.014242985329726565,0.8220841951382141,-0.0005951021836952952
pure_uncertainty,26,31241,0.6123391788147714,0.6312491098134169,0.29910269192422456,0.8620829461537712,0.03940364883186187
pure_uncertainty,27,29443,1.346798845649096,0.6266913545079048,-0.15667283862698111,0.8242917853468448,0.00161248802493541
pure_uncertainty,27,18623,1.2424657743618495,0.6000569719413189,-2.8201110952855712,0.8113366577027743,-0.011342639619135064
pure_uncertainty,27,1765,1.2153334849602921,0.6292550918672554,0.09970089730807485,0.8210516314354792,-0.0016276658864301519
pure_uncertainty,27,10699,0.8811452844963176,0.6286853724540664,0.042728955989179696,0.83484634526075,0.012167047938840603
pure_uncertainty,27,15903,0.8749310858225269,0.6286853724540664,0.042728955989179696,0.8373253840363889,0.014646086714479534
pure_uncertainty,28,21103,1.5643234251290188,0.6291126620139581,0.08545791197834829,0.8151473503509686,-0.007531946970940728
